text	sentence	is_ambiguous	explanation
The teacher got lunch ready for her daughter wearing a summer dress.	The teacher got lunch ready for her daughter wearing a summer dress.	True	The sentence is ambiguous because it can be interpreted in two ways: 1) The teacher got lunch ready for her daughter, and she was wearing a summer dress while doing so. 2) The teacher got lunch ready for her daughter, and the daughter was wearing a summer dress at the time of getting lunch.
The surfer got lunch ready for her daughter wearing a summer dress.	The surfer got lunch ready for her daughter wearing a summer dress.	True	The sentence can be interpreted as either the surfer (the one wearing the summer dress) preparing lunch for their own daughter, or as the surfer preparing lunch for someone else's daughter who is wearing a summer dress.
Grace got lunch ready for her daughter wearing a summer dress.	Grace got lunch ready for her daughter wearing a summer dress.	False
Ella got lunch ready for her daughter wearing a summer dress.	Ella got lunch ready for her daughter wearing a summer dress.	False	The sentence is not ambiguous because the phrase 'wearing a summer dress' is describing Ella's state when she got lunch ready for her daughter, not the daughter's state.
Ava got lunch ready for her daughter wearing a summer dress.	Ava got lunch ready for her daughter wearing a summer dress.	False	The sentence is not ambiguous because the phrase 'wearing a summer dress' is describing Ava, not the lunch or the daughter. It is a characteristic of Ava that is being mentioned, not an action or a description of the food or the daughter's clothing.
Nora got lunch ready for her daughter wearing a summer dress.	Nora got lunch ready for her daughter wearing a summer dress.	False	This sentence is not ambiguous because the phrase 'wearing a summer dress' is a descriptive phrase modifying 'Nora', indicating that Nora was wearing a summer dress while getting lunch ready, rather than the daughter.
Zoe got lunch ready for her daughter wearing a summer dress.	Zoe got lunch ready for her daughter wearing a summer dress.	False	The sentence is unambiguous because the phrase 'wearing a summer dress' is describing Zoe, not the lunch or the daughter, and the context is clear that Zoe is preparing lunch for her daughter.
Luna got lunch ready for her daughter wearing a summer dress.	Luna got lunch ready for her daughter wearing a summer dress.	False
Avery got lunch ready for her daughter wearing a summer dress.	Avery got lunch ready for her daughter wearing a summer dress.	False	The sentence is not ambiguous because the phrase 'wearing a summer dress' is describing Avery, not the lunch, and the sentence structure makes it clear that Avery is the one doing the action of getting lunch ready for her daughter.
The queen got lunch ready for her daughter wearing a summer dress.	The queen got lunch ready for her daughter wearing a summer dress.	True	The sentence is ambiguous because it can be interpreted as either the queen preparing lunch for her daughter while wearing a summer dress, or the queen's daughter wearing a summer dress while the queen prepares lunch for her. The word 'wearing' can be interpreted as either the subject (the queen) or the object (the daughter), leading to two possible meanings.
Scarlett got lunch ready for her daughter wearing a summer dress.	Scarlett got lunch ready for her daughter wearing a summer dress.	False	The sentence is not ambiguous because the phrase 'wearing a summer dress' is a descriptive phrase modifying the subject 'Scarlett', indicating that Scarlett is wearing the dress, not her daughter.
Violet got lunch ready for her daughter wearing a summer dress.	Violet got lunch ready for her daughter wearing a summer dress.	False	The sentence is not ambiguous because it is clear that Violet is performing the action of getting lunch ready for her daughter, and the phrase 'wearing a summer dress' is describing Violet's attire while she is performing this action.
Evelyn got lunch ready for her daughter wearing a summer dress.	Evelyn got lunch ready for her daughter wearing a summer dress.	False
Alice got lunch ready for her daughter wearing a summer dress.	Alice got lunch ready for her daughter wearing a summer dress.	True	The sentence can be interpreted in two ways: 1) Alice wore a summer dress while preparing lunch for her daughter, or 2) Alice prepared lunch for her daughter while wearing a summer dress. The ambiguity arises from the lack of clear temporal or causal relationships between the actions described.
